大分類,POIコード,POI,解説,既存コード,既存コード対象,既存コード説明,参照元,日本標準産業分類コード,日本標準産業分類名
商業施設（趣味）,3412,工芸店,工芸店、工房。伝統工芸、伝統産業を含む。,,工芸店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6099,他に分類されないその他の小売業
商業施設（趣味）,3413,窯元,窯元,,窯元,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",21,窯業・土石製品製造業
商業施設（趣味）,,,,,工房,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（趣味）,3414,ゲームセンター,主としてスロットマシン，テレビゲーム機などの遊戯を行うための施設を提供する事業所,,ゲームセンター,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",8065,ゲームセンター
商業施設（趣味）,3415,模型店,模型店,,模型店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6072,がん具・娯楽用品小売業
商業施設（趣味）,3416,CD店,CD店,,レコード店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6073,楽器小売業
商業施設（趣味）,,,,,レコード店,,schema.org(2017-11-28),6073,楽器小売業
商業施設（趣味）,3417,ビデオ店,レンタル店含む,,ビデオ店,レンタル店含む,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6073,楽器小売業
商業施設（趣味）,,,,,ビデオ店,,schema.org(2017-11-28),6073,楽器小売業
商業施設（趣味）,3418,アニメ専門店,アニメ専門店,,アニメ専門店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6072,がん具・娯楽用品小売業
商業施設（趣味）,3419,本屋,古本を含む,,本屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6061,書籍、雑誌小売業
商業施設（趣味）,,,,,本屋,,schema.org(2017-11-28),6061,書籍、雑誌小売業
商業施設（趣味）,3420,楽器屋,楽器屋,,楽器屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6073,楽器小売業
商業施設（趣味）,3421,ピアノ屋,ピアノ屋,,ピアノ屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6073,楽器小売業
商業施設（趣味）,3422,おもちゃ屋,おもちゃ屋,,おもちゃ屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6072,がん具・娯楽用品小売業
商業施設（趣味）,,,,,おもちゃ屋,,schema.org(2017-11-28),6072,がん具・娯楽用品小売業
商業施設（趣味）,3423,ホビーショップ,ホビーショップ,,ホビーショップ,,schema.org(2017-11-28),6072,がん具・娯楽用品小売業
商業施設（趣味）,3424,ペットショップ,ペットショップ,,ペットショップ,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6096,ペット・ペット用品小売業
商業施設（趣味）,,,,,ペットショップ,,schema.org(2017-11-28),6096,ペット・ペット用品小売業
商業施設（趣味）,3425,ドッグラン,ドッグラン,,ドッグラン,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（趣味）,3499,その他趣味関連店,,,,,,,
商業施設（人生）,3501,結婚式場,結婚式場,,結婚式場業,,,7962,結婚式場業
商業施設（人生）,3502,葬儀屋,葬儀屋,,葬儀屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",7961,葬儀業
商業施設（人生）,3503,宗教関連用品店,宗教関連用品店,,宗教関連用品店,仏具屋など,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6014,宗教用具小売業
商業施設（人生）,3599,その他人生関連店,,,,,,,
商業施設（その他）,3601,事務機器店,事務機器店,,事務機器店,,schema.org(2017-11-28),5932,電気事務機械器具小売業
商業施設（その他）,3602,微章店,微章店,,微章店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6099,他に分類されないその他の小売業
商業施設（その他）,3603,印章店,印章店,,,,,,
商業施設（その他）,3604,印刷屋,印刷屋,,印刷屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",151,印刷業
商業施設（その他）,3605,電子機器店,電子機器店,,電子機器店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（その他）,3606,鉄工所,鉄工所,,鉄工所,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（その他）,3607,金属加工所,金属加工所,,金属加工所,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（その他）,3608,製材所、材木屋,製材所、材木屋,,製材所、材木屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（その他）,3609,石材加工店,石材加工店,,石材加工店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
商業施設（その他）,3610,テント屋,テント屋。帆布製品など。,,テント屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",1194,帆布製品製造業
商業施設（その他）,3611,養蜂場,養蜂場,,養蜂場,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",0129,その他の畜産農業
商業施設（その他）,3612,農機具店,農機具店,,農機具店,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",6041,農業用機械器具小売業
商業施設（その他）,3613,農耕用品店,農耕用品店,,農耕用品小売業,,,604,農耕用品小売業
商業施設（その他）,3614,製本所,製本所,,製本所,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",1531,製本業
商業施設（その他）,3615,花火屋,花火屋,,花火屋,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",3291,煙火製造業
商業施設（その他）,3616,材料置場,材料置場,6216,材料置場,木材、石材、鉱石等を集積するための土地または水面で、概ね75.0m×75.0m以上のもの工場等の敷地内 のものは含まない      ,国土交通省　都市計画GIS　地物一覧,,
商業施設（その他）,3617,火薬庫,火薬庫,3546,火薬庫,火薬庫は、専用に使用されているものについて記号で表示する      ,国土交通省　都市計画GIS　地物一覧,,
商業施設（その他）,3618,危険物保管所,危険物保管所,,,,,,
商業施設（その他）,3619,と畜場,食用に供する目的で獣畜（牛，馬，豚，めん羊及び山羊をいう）をと殺し又は解体するために設けられた事業所,0734,と畜場,都市計画法第 11 条第 1 項第 7 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,9521,と畜場
商業施設（その他）,3620,テレビ局,テレビ局,,テレビ局,,schema.org(2017-11-28),3821,テレビジョン放送業
商業施設（その他）,3621,ラジオ局,ラジオ局,,,,,3822,ラジオ放送業
商業施設（その他）,3699,その他産業施設,,,,,,,
陸上交通,3701,道路,道路,0701,道路,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,,,,413,道路構造物（橋、トンネル等）,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
陸上交通,3702,トンネル,トンネル,2219,道路のトンネル,道路のトンネルの出入り口,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3703,橋,橋,2203,道路橋,橋梁部の長さが 2.5m 以上で幅員が 1.0m 以上の道 路橋（高架橋を含む）,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3704,インターチェンジ,インターチェンジ,1,インターチェンジ,,国土交通省　国土数値情報　高速道路時系列データ　接合部種別コード,,
陸上交通,3705,スマートインターチェンジ,スマートインターチェンジ,2,スマートインターチェンジ,,国土交通省　国土数値情報　高速道路時系列データ　接合部種別コード,,
陸上交通,3706,ジャンクション,ジャンクション,3,ジャンクション,,国土交通省　国土数値情報　高速道路時系列データ　接合部種別コード,,
陸上交通,3707,サービスエリア,サービスエリア,,,,,,
陸上交通,3708,パーキングエリア,パーキングエリア,,,,,,
陸上交通,3709,料金所,料金所,654,料金所,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
陸上交通,3710,道の駅,道の駅,,道の駅,,,,
陸上交通,,,,2205,徒橋,幅員が 1.0m 未満の道路橋 ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3711,並木,並木,2238,並木,道路外縁、道路の歩道、および幅員が1.0m 以上の分 離帯に、延長が 25m 以上にわたって道路に沿って整然 と植樹された樹木ただし、歩道がない場合、並木は取得 しない ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3712,横断歩道橋,横断歩道橋,2211,横断歩道橋,道路又は鉄道の横断歩道橋,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3713,横断歩道,横断歩道,,横断歩道,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,3714,信号,信号,,信号,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,3715,歩道,歩道,2213,歩道,幅員が 1.5m 以上の歩道,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3716,石段,石段,2214,石段,延長が概ね 5.0m 以上の石段の境界で、幅員が 1.25m 以上のもの競技場等で屋根のない階段状の観 覧席も含まれる ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3717,坂,坂,,,,,,
陸上交通,3718,地下街・地下鉄等出入口,地下街・地下鉄等出入口,2215,地下街・地下鉄等出入口,地下街または地下鉄の出入り口ただし、建物の内部にあ る地下街・地下鉄等出入り口は取得しない ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,,,,0706,軌道,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,,,,0702,都市高速鉄道,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3719,駅,鉄道の駅,422,鉄道駅,（普通鉄道、路面電車、特殊鉄道、索道の駅）,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
陸上交通,3720,ロープウェイ駅,ロープウェイの駅,,交走式ロープウェイ,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,3721,ケーブルカー駅,ケーブルカーの駅,,,,,,
陸上交通,3722,ゴンドラリフト駅,ゴンドラリフト乗り場,,ゴンドラリフト,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,3723,チェアリフト駅,チェアリフト乗り場,,チェアリフト,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,,,,,ライトレール,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,3724,路面電車駅,路面電車、ライトレールの駅,2421,停留所,路面の鉄道の駅,国土交通省　都市計画GIS　地物一覧,,
陸上交通,3725,踏切,踏切,,,,,,
陸上交通,3726,バスターミナル,バスターミナル,0704,自動車ターミナル,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,,,,,バス乗り場,,観光庁　観光立国実現に向けた多言語対応の改善・強化のためのガイドライン,,
陸上交通,3727,バス停,バス停,,バス停留所,,東京都　国内外旅行者のためのわかりやすい案内サイン標準化指針【東京都版対訳表】,,
陸上交通,3728,タクシー乗り場,タクシー乗り場,,タクシー乗り場,,観光庁　観光立国実現に向けた多言語対応の改善・強化のためのガイドライン,,
陸上交通,3729,レンタカー,レンタカー店,,レンタカー,,観光庁　観光立国実現に向けた多言語対応の改善・強化のためのガイドライン,704,自動車賃貸業
陸上交通,3730,カーシェアリング地点,カーシェアリングの位置,,カーシェアリング,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",704,自動車賃貸業
陸上交通,3731,駐車場,駐車場,0703,駐車場,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,693,駐車場業
陸上交通,,,,6212,駐車場,一般車が利用可能なもの、および月極駐車場で、 10.0m×10.0m 以上のもの公共施設、工場、および 店舗等の敷地内にある駐車場は含まれない ,国土交通省　都市計画GIS　地物一覧,,
陸上交通,,,,412,道路施設（ＩＣ、PA、道の駅等）,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
陸上交通,3732,駐輪場,駐輪場,,駐輪場,,東京都　国内外旅行者のためのわかりやすい案内サイン標準化指針【東京都版対訳表】,,
陸上交通,3733,レンタサイクル,レンタサイクル,,レンタサイクル,,東京都　国内外旅行者のためのわかりやすい案内サイン標準化指針【東京都版対訳表】,705,スポーツ・娯楽用品賃貸業
陸上交通,3734,オートバイ駐輪場,オートバイの駐輪場,,オートバイの駐輪場,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
陸上交通,3799,その他陸上交通施設,,,,,,,
航空交通,3801,空港,空港,441,空港名,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
航空交通,,,,0705,空港,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
航空交通,3802,ヘリポート,ヘリポート,,ヘリコプター/ヘリポート,,観光庁　観光立国実現に向けた多言語対応の改善・強化のためのガイドライン,,
航空交通,3899,その他航空施設,,,,,,,
海上交通,3901,港湾,港湾,6361,港湾,港湾法に基づく港湾。,国土地理院　電子国土基本図　地物種別コード,,
海上交通,,,,0707,港湾,都市計画法第 11 条第 1 項第 1 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
海上交通,,,,431,港湾,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
海上交通,3902,フェリー乗り場,フェリー乗り場,432,港湾施設（フェリー発着所、埠頭等）,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
海上交通,3903,埠頭,埠頭,,,,,,
海上交通,3904,桟橋,桟橋,52-,桟橋（鉄、ｺﾝｸﾘｰﾄ）,谷を横切って高く架けた橋のうち、鉄またはコンクリートで 作られたもの幅が 1.0m 以上、および長さが 10.0m 以 上の桟橋を取得する ,国土交通省　都市計画GIS　地物一覧,,
海上交通,3905,漁港,漁港,533,漁港,,国土地理院　電子国土基本図　地物種別コード　注記分類コード,,
海上交通,,,,6362,漁港,漁港漁場設置法に基づく漁港,国土地理院　電子国土基本図　地物種別コード,,
海上交通,3906,灯台,灯台,3221,灯台,航路標識法に定める航路標識のうち、国が設置及び管理している 灯台,国土地理院　電子国土基本図　地物種別コード,,
海上交通,,,,4241,灯台,航路標識のひとつで、船舶に陸上の特定の位置を示す ために設置する塔状の構造物原則としてすべて取得する ,国土交通省　都市計画GIS　地物一覧,,
海上交通,3907,灯標,灯標,4243,灯標,航路標識のうち、灯標、灯柱、および導標について、固定された規模の大きなもの      ,国土交通省　都市計画GIS　地物一覧,,
海上交通,3908,水位観測所,水位観測所,4251,水位観測所,主要な水位観測所ただし、ポール等の量水標は含まれない      ,国土交通省　都市計画GIS　地物一覧,,
海上交通,,,,5203,桟橋（木製・浮桟橋）,谷を横切って高く架けた橋のうち、木製のもの、または大きな浮き箱をつなぎ並べて桟橋としたもの幅が 1.0m 以 上、および長さが 10.0m 以上の桟橋を取得する     ,国土交通省　都市計画GIS　地物一覧,,
海上交通,3909,渡船発着所,渡船発着所,5221,渡船発着所,定期的に人または車両を運搬する船舶の発着所及び遊 覧船の発着所 ,国土交通省　都市計画GIS　地物一覧,,
海上交通,3910,観光船発着所,観光船発着所,,,,,,
海上交通,3999,その他海上交通施設,,,,,,,
物流,4001,物流拠点,物流拠点,,物流拠点,,国土交通省　国土数値情報　物流拠点データ,,
物流,4002,コンテナターミナル,コンテナターミナル,1,コンテナターミナル,港湾にあるコンテナターミナル。フェリー、RO/RO船発着所等の実質的に物流がある港や埠頭も含む,国土交通省　国土数値情報　物流拠点データ　種別コード,,
物流,4003,航空貨物ターミナル,航空貨物ターミナル,2,航空貨物ターミナル,航空貨物ターミナル。,国土交通省　国土数値情報　物流拠点データ　種別コード,,
物流,4004,鉄道貨物駅,鉄道貨物駅,3,鉄道貨物駅,コンテナを取り扱う専用線以外の鉄道貨物駅,国土交通省　国土数値情報　物流拠点データ　種別コード,,
物流,4005,保税地域,保税地域,4,保税地域,保税地域の内、指定保税地域、保税蔵置場、総合保税地域,国土交通省　国土数値情報　物流拠点データ　種別コード,,
物流,4006,トラックターミナル,トラックターミナル,5,トラックターミナル,トラックターミナル法上のトラックターミナルおよび特別積合せ事業者のトラックターミナル,国土交通省　国土数値情報　物流拠点データ　種別コード,,
物流,4007,卸売市場,卸売市場,7,卸売市場,中央卸売市場および地方卸売市場,国土交通省　国土数値情報　物流拠点データ　種別コード,,
物流,,,,0733,市場,都市計画法第 11 条第 1 項第 7 号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
物流,,,,3545,倉庫,倉庫は、専用に使用されているものについて記号で表示する ,国土交通省　都市計画GIS　地物一覧,47,倉庫業
物流,,,,,レンタル倉庫,,"OpenStreetMap Wiki, JA:Map Features(2017-11-28)",,
物流,,,,0738,流通業務団地,都市計画法第11条第1項第10号で定められる施設 ,国土交通省　都市計画GIS　地物一覧,,
物流,4099,その他物流施設,,,,,,,
