"通し
No",区分,分類,"分類別
No",名前,データのURL,"データ
形式",説明,公開ウェブページ,公表組織名,連絡先,更新頻度,対象地域
376,その他,その他,49,局署番号,非公表,-,各種税務統計に使用する番号,非公表,財務省,,不定期,
377,その他,その他,50,地区コード,非公表,-,文教施設工事情報発注見通し・入札公告・入札結果・指名停止・工事成績情報に使用するコード,http://sisetuweb1.mext.go.jp/procure/index.html,文部科学省,文部科学省,不定期,
378,その他,その他,51,水道台帳番号,非公表,-,水道統計等に使用する番号,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics/bukyoku/kenkou/suido/database/kihon/index.html,厚生労働省,厚生労働省,不定期,
379,その他,その他,52,指定都市・中核市コード,http://www.data.go.jp/data/storage/f/2014-03-03T09%3A20%3A31.666Z/mhlw13code_16.xlsx,xls,衛生行政報告例、地域保健・健康増進事業報告、福祉行政報告例、社会福祉施設等調査、介護サービス施設・事業所調査に使用するコード,http://www.mhlw.go.jp/toukei/list/36-19.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課行政報告統計室,不定期,
380,その他,その他,53,支所・出張所コード,http://www.data.go.jp/data/storage/f/2013-12-16T22%3A54%3A32.721Z/mhlw13code_17.xls,xls,人口動態調査に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,
381,その他,その他,54,地域ブロックコード,http://www.data.go.jp/data/storage/f/2013-12-16T22%3A54%3A56.955Z/mhlw13code_19.xlsx,xls,所得再分配調査、国民生活基礎調査、国民健康・栄養調査に使用するコード,http://www.mhlw.go.jp/toukei/list/96-1.html,厚生労働省,厚生労働省政策統括官付政策評価官室調査総務係,不定期,
382,その他,その他,55,二次医療圏,http://www.data.go.jp/data/storage/f/2013-12-16T22%3A54%3A57.721Z/mhlw13code_20.xls,xls,医療施設調査、病院報告、受療行動調査、患者調査、医師・歯科医師・薬剤師調査に使用するコード,http://www.mhlw.go.jp/toukei/list/79-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健統計課保健統計室,不定期,
383,その他,その他,56,地域区分,http://www.wam.go.jp/wamappl/bb05Kaig.nsf/0/934170f0aeb68016492579f1001c18fc/$FILE/20120501_1shiryou4_1.pdf,pdf,（インターフェース仕様書共通編P36-1項番43）,http://www.mhlw.go.jp/toukei/list/45-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課世帯統計室,不定期,
384,その他,その他,57,森林計画区コード,http://www.e-stat.go.jp/SG1/estat/Pdfdl.do?sinfid=000012449985,pdf,農林業センサスに使用するコード,http://www.maff.go.jp/j/tokei/census/afc/index.html,農林水産省,農林水産省大臣官房統計部経営・構造統計課センサス統計室,不定期,
385,その他,その他,58,調査区番号,非公表,-,生鮮食料品価格・販売動向調査に使用するコード,http://www.maff.go.jp/j/tokei/kouhyou/seisen_doukou/,農林水産省,農林水産省大臣官房統計部生産流通消費統計課,不定期,
386,その他,その他,59,調査区番号,非公表,-,商業統計調査、商業動態統計調査、工業統計調査、特定サービス産業実態調査に使用するコード,http://www.meti.go.jp/statistics/tyo/syougyo/,経済産業省,経済産業省大臣官房調査統計グループ　構造統計室商業統計班,不定期,
387,その他,その他,60,経済産業局地域コード,http://www.meti.go.jp/statistics/tyo/tiikiio/result/result_02/xlsx/h17_irio_riyou_bumon.zip,zip,地域間産業連関表,http://www.meti.go.jp/statistics/tyo/tiikiio/,経済産業省,経済産業省大臣官房調査統計グループ 経済解析室産業連関班,不定期,
388,その他,その他,61,アメダス観測所番号,http://xml.kishou.go.jp/jmaxml_20121130_Code.zip,zip,気象観測情報,http://xml.kishou.go.jp/,国土交通省,気象庁総務部企画課,不定期,
389,その他,その他,62,気象警報・注意報等に用いる府県予報区、一次細分区域等のコード,http://xml.kishou.go.jp/jmaxml_20121130_Code.zip,zip,気象警報・注意報、地震情報等,http://xml.kishou.go.jp/,国土交通省,気象庁総務部企画課,不定期,
390,その他,その他,63,支局等コード,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A22%3A43.928Z/mlit13code_45.xlsx,xls,自動車保有車両数統計,http://www.mlit.go.jp/toukeijouhou/toukei08/sokuhou/car_possession/car_possession08_02_.html,国土交通省,国土交通省自動車局自動車情報課,不定期,
391,その他,その他,64,利用状況コ－ド,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A53%3A39.990Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
392,その他,その他,65,サイトID,http://www.biodic.go.jp/moni1000/findings/reports/pdf/h23_alpin%20zone.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　高山帯調査
（表2-2から表2-11）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
393,その他,その他,66,サイトNo,http://www.biodic.go.jp/moni1000/findings/reports/pdf/h23_coral_reef.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　サンゴ礁調査
（資料1）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
394,その他,その他,67,サイト記号,http://www.biodic.go.jp/moni1000/findings/reports/pdf/h23_coasts_and_shallow_seas.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　磯・干潟・アマモ場調査
（pdfの308ページ）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
395,その他,その他,68,サイトコード,http://www.biodic.go.jp/moni1000/findings/newsflash/pdf/anatidae_h23h24.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　ガンカモ類調査
（pdfの32ページから47ページ）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
396,その他,その他,69,サイトコード,http://www.biodic.go.jp/moni1000/findings/newsflash/pdf/H24spring_shorebird.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　シギ・チドリ類調査
（表1a-1から表1a-2、表1b-1から表1b-4）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
397,その他,その他,70,サイト番号,http://www.biodic.go.jp/moni1000/findings/reports/pdf/h23_satoyama.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　里地調査
（pdfの139から146ページ）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
398,その他,その他,71,サイトプロットID／サイトコード,http://www.biodic.go.jp/moni1000/findings/reports/pdf/h23_forests_and_grasslands.pdf,pdf,"重要生態系監視地域モニタリング推進事業（モニタリングサイト1000）　森林・草原調査
（表II-1-1、表III-1-1）",http://www.biodic.go.jp/moni1000/findings/reports/index.html,環境省,環境省自然環境局生物多様性センター,不定期,
399,その他,その他,72,調査地点番号,http://www.biodic.go.jp/gankamo/seikabutu/data/h25gankamo_a.xls,xls,ガンカモ類の生息状況調査,http://www.biodic.go.jp/gankamo/gankamo_top.html,環境省,環境省自然環境局生物多様性センター,不定期,
400,その他,その他,73,保全地域名コード,http://www.biodic.go.jp/reports2/5th/umibecode/5_umibecode.pdf,pdf,"自然環境保全基礎調査（海辺調査）
（pdfの73ページから86ページ）",http://www.biodic.go.jp/kiso/99/umibe.html,環境省,環境省自然環境局生物多様性センター,不定期,
401,その他,その他,74,藻場コード,http://www.biodic.go.jp/reports2/6th/6_moba19/6_moba19.pdf,pdf,"自然環境保全基礎調査（藻場調査）
（pdfの11ページから19ページ）",http://www.biodic.go.jp/kiso/34/34_higat.html,環境省,環境省自然環境局生物多様性センター,不定期,
402,その他,その他,75,基準地域メッシュ（総務省）,http://www.stat.go.jp/data/mesh/pdf/gaiyo1.pdf,pdf,自然環境保全基礎調査（植生調査、動物分布調査）,http://www.biodic.go.jp/kiso/vg/vg_kiso.html,環境省,環境省自然環境局生物多様性センター,不定期,
403,その他,その他,76,地点コード,https://www2.env.go.jp/water-pub/mizu-site/mizu/download/kousui/kousui_y_manual.pdf,pdf,公共用水域水質測定結果,http://www.env.go.jp/water/suiiki/,環境省,環境省,不定期,
404,その他,その他,77,埋立てコ－ド,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A53%3A55.256Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
405,その他,その他,78,広域総合水質調査　水域コード,https://www2.env.go.jp/water-pub/mizu-site/mizu/download/kouiki/water_manual.xls,xls,広域総合水質調査,https://www2.env.go.jp/water-pub/mizu-site/mizu/download/download.asp,環境省,環境省,不定期,
406,その他,その他,79,形式コ－ド,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A53%3A59.522Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
407,その他,その他,80,竣工,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A00.678Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
408,その他,その他,81,所管別コ－ド,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A01.865Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
409,その他,その他,82,進捗状況コ－ド,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A03.084Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
410,その他,その他,83,分譲,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A04.522Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
411,その他,その他,84,埋立前の海岸線種類コ－ド,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A05.740Z/env13code_49_50_74_77-83.xls,xls,瀬戸内海の埋立状況調査,https://www.env.go.jp/water/heisa.html,環境省,環境省,不定期,
412,その他,その他,85,測定局コード,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A06.928Z/env13code_84.doc,doc,大気汚染状況の常時監視,http://soramame.taiki.go.jp/Index.php,環境省,環境省水・大気環境局大気環境課,不定期,
413,その他,その他,86,有害大気汚染物質測定地点コード,http://www.data.go.jp/data/storage/f/2013-12-16T23%3A54%3A07.631Z/env13code_85.doc,doc,有害大気汚染物質モニタリング調査,http://tenbou.nies.go.jp/gis/monitor/?map_mode=monitoring_map&field=4,環境省,環境省,不定期,
414,その他,その他,87,EDINETコード,※リンク不可,csv,"ホームページ
「 EDINETタクソノミ及びコードリスト」より、「EDINETコードリスト」を選択",http://disclosure.edinet-fsa.go.jp/,金融庁,金融庁,不定期,
415,その他,その他,88,生保会社コード,http://www.fsa.go.jp/common/law/guide/ins_b.pdf,pdf,"生命保険募集人登録申請事務
(１８９ページから１９０ページ)",http://www.fsa.go.jp/common/law/guide/ins/03b.html,金融庁,金融庁,不定期,
416,その他,その他,89,代申会社別区分番号,http://www.fsa.go.jp/common/law/guide/ins_b.pdf,pdf,"損害保険代理店登録申請事務
(１９３ページ)
",http://www.fsa.go.jp/common/law/guide/ins/03b.html,金融庁,金融庁,不定期,
417,その他,その他,90,識別コード,http://www.moj.go.jp/content/000123354.pdf,pdf,"・債権譲渡登記申請事務
・動産譲渡登記申請事務",http://www.moj.go.jp/ONLINE/CREDITASSIGNMENT/12-3.html,法務省,法務省,不定期,
418,その他,その他,91,利用者識別番号,非公表,-,国税電子申告・納税システム（e-Tax）,http://www.e-tax.nta.go.jp/systemriyo/systemriyo4.htm,財務省,国税庁,不定期,
419,その他,その他,92,局署整理番号,非公表,-,"法人税・消費税・源泉所得税等に関する諸申請事務
各種標本調査",https://www.nta.go.jp/,財務省,国税庁,不定期,
420,その他,その他,93,（国民年金基金）基金番号,非公表,-,国民年金基金等給付費負担金の申請等,http://www.nenkin.go.jp/n/www/info/index.jsp,厚生労働省,日本年金機構,不定期,
421,その他,その他,94,（厚生年金基金）基金番号,非公表,-,規約変更の申請等,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/nenkin/nenkin/kousei/index.html,厚生労働省,厚生労働省年金局総務課,不定期,
422,その他,その他,95,（確定給付企業年金）規約番号,非公表,-,規約変更の申請等,http://www.mhlw.go.jp/topics/bukyoku/nenkin/nenkin/kigyou/index.html,厚生労働省,厚生労働省年金局総務課,不定期,
423,その他,その他,96,確定拠出年金企業型年金実施事業所番号,非公表,-,規約変更の申請等,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/nenkin/nenkin/kyoshutsu/index.html,厚生労働省,厚生労働省年金局総務課,不定期,
424,その他,その他,97,確定拠出年金運営管理機関登録番号,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/nenkin/nenkin/kyoshutsu/un-eikanri.html,html,変更届出等,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/nenkin/nenkin/kyoshutsu/index.html,厚生労働省,厚生労働省年金局総務課,不定期,
425,その他,その他,98,事業所整理記号,非公表,-,厚生年金保険・健康保険における被保険者資格取得届等の各種事務手続き,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/nenkin/nenkin/kousei/index.html,厚生労働省,厚生労働省年金局総務課,不定期,
426,その他,その他,99,業者コード（事業者番号）,http://www.pmda.go.jp/operations/shonin/info/foreign/gaikokuseizounintei/file/gaikokuninteidaichou20140701.zip,zip,薬事法関係業許可・認定・承認申請事務（他府省庁所管のものは除く）、薬事工業生産動態統計調査,http://www.pmda.go.jp/operations/shonin/info/foreign/gaikokuseizounintei.html,厚生労働省,医薬品医療機器総合機構,不定期,
427,その他,その他,100,登録番号,http://www.mhlw.go.jp/topics/bukyoku/kenkou/suido/kaisei/15/dl/meibo1.pdf,pdf,水質検査機関登録簿,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics/bukyoku/kenkou/suido/suishitsu/02a.html,厚生労働省,厚生労働省,不定期,
428,その他,その他,101,登録番号,http://www.mhlw.go.jp/topics/bukyoku/kenkou/suido/kaisei/15/dl/meibo2.pdf,pdf,簡易専用水道検査機関登録簿,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics/bukyoku/kenkou/suido/suishitsu/02a.html,厚生労働省,厚生労働省,不定期,
429,その他,その他,102,雇用保険適用事業所番号,非公表,-,雇用保険被保険者資格取得届等に使用する番号,https://hoken.hellowork.go.jp/assist/600000.do?screenId=600000&action=koyohohiLicenceLink,厚生労働省,厚生労働省職業安定局,不定期,
430,その他,その他,103,労働保険番号,非公表,-,労働保険等平成年度一括有期事業総括表、特別加入保険料算定基礎額特例計算対象者内訳等に使用する番号,http://www.mhlw.go.jp/new-info/kobetu/roudou/gyousei/hoken/h25/ikkatu.html,厚生労働省,厚生労働省年金局総務課,不定期,
431,その他,その他,104,予報業務許可番号（気象・波浪）,http://www.jma.go.jp/jma/kishou/minkan/minkan.html,html,予報業務許可申請事務（許可区分別に公表。気象・波浪の許可事業者名が一部未公表）,http://www.jma.go.jp/jma/kishou/minkan/jigyosha.html,国土交通省,国土交通省気象庁,不定期,
432,その他,その他,105,予報業務許可番号（地震動）,http://www.jma.go.jp/jma/kishou/minkan/minkan_jishin.html,html,予報業務許可申請事務（許可区分別に公表。気象・波浪の許可事業者名が一部未公表）,http://www.jma.go.jp/jma/kishou/minkan/jigyosha.html,国土交通省,国土交通省気象庁,不定期,
433,その他,その他,106,免許証番号,http://etsuran.mlit.go.jp/TAKKEN/takkenInit.do,html,宅地建物取引業免許申請事務,http://www.mlit.go.jp/totikensangyo/const/1_6_bt_000242.html,国土交通省,国土交通省土地・建設産業局,不定期,
434,その他,その他,107,登録番号,http://etsuran.mlit.go.jp/TAKKEN/mansionInit.do,html,マンション管理業登録申請事務,http://www.mlit.go.jp/totikensangyo/const/1_6_bt_000258.html,国土交通省,国土交通省土地・建設産業局,不定期,
435,その他,その他,108,登録番号,http://www.mlit.go.jp/common/001046975.pdf,pdf,賃貸住宅管理業者登録制度,http://www.mlit.go.jp/totikensangyo/const/sosei_const_fr3_000020.html,国土交通省,国土交通省土地・建設産業局,不定期,
436,その他,その他,109,測量業登録番号,http://www.mlit.go.jp/totikensangyo/const/youran/youran_s_hp_20140626.xls,xls,測量業登録申請事務,http://www.mlit.go.jp/totikensangyo/const/totikensangyo_const_tk2_000059.html,国土交通省,国土交通省土地・建設産業局,不定期,
437,その他,その他,110,建設コンサルタント登録番号,http://www.mlit.go.jp/totikensangyo/const/youran/youran_k_hp_20140626.xls,xls,建設コンサルタント登録申請事務,http://www.mlit.go.jp/totikensangyo/const/totikensangyo_const_tk2_000059.html,国土交通省,国土交通省土地・建設産業局,不定期,
438,その他,その他,111,地質調査業登録番号,http://www.mlit.go.jp/totikensangyo/const/youran/youran_t_hp_20140626.xls,xls,地質調査業登録申請事務,http://www.mlit.go.jp/totikensangyo/const/totikensangyo_const_tk2_000059.html,国土交通省,国土交通省土地・建設産業局,不定期,
439,その他,その他,112,所有者コード,http://www.kodokensaku.mlit.go.jp/motas/index.php?action=owner&module=codesearch,php,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
440,その他,その他,113,車名コード,http://www.kodokensaku.mlit.go.jp/motas/01.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
441,その他,その他,114,車体の形状コード,http://www.kodokensaku.mlit.go.jp/motas/02.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
442,その他,その他,115,備考欄コード,http://www.kodokensaku.mlit.go.jp/motas/03.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
443,その他,その他,116,抵当権コード,http://www.kodokensaku.mlit.go.jp/motas/04.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
444,その他,その他,117,嘱託種別コード,http://www.kodokensaku.mlit.go.jp/motas/05.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
445,その他,その他,118,駐留軍人軍属住所コード,http://www.kodokensaku.mlit.go.jp/motas/06.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
446,その他,その他,119,住所例外コード,http://www.kodokensaku.mlit.go.jp/motas/07.csv,csv,自動車登録関係業務、自動車保有車両数統計,http://www.kodokensaku.mlit.go.jp/motas/index.php,国土交通省,国土交通省自動車局,不定期,
447,その他,その他,120,共通事業所コード（総務省所管）,非公表,-,"経済センサス-基礎調査
経済センサス-活動調査",http://e-census-syougyo.stat.go.jp/,総務省,総務省,不定期,
448,その他,その他,121,法人整理番号（内閣府所管）,https://www.koeki-info.go.jp/pictis_portal/common/index.do?contentsKind=110&gyouseiNo=00&contentsNo=00502&syousaiUp=0&procNo=contentsdisp&renNo=9&contentsType=03&houjinSerNo=undefined&oshiraseNo=undefined&bunNo=0&meiNo=0&seiriNo=undefined&edaNo=undefined&,pdf,特例民法法人概況調査,https://www.koeki-info.go.jp/pictis_portal/common/index.do?contentsKind=110&gyouseiNo=00&contentsNo=00502&syousaiUp=0&procNo=contentsdisp&renNo=9&contentsType=03&houjinSerNo=undefined&oshiraseNo=undefined&bunNo=0&meiNo=0&seiriNo=undefined&edaNo=undefined&,内閣府,内閣府,不定期,
449,その他,その他,122,特定事業者番号（経済産業省所管）,http://www.enecho.meti.go.jp/policy/saveenergy/data/24fy_tokutei_shitei.xls,xls,"「エネルギーの使用の合理化に関する法律」第15条及び第17条による定期報告
「地球温暖化対策の推進に関する法律」第21条の4における報告通知",http://www.enecho.meti.go.jp/category/saving_and_new/saving/004/001/,経済産業省,経済産業省資源エネルギー庁,不定期,
450,その他,その他,123,エネルギー管理指定工場番号（経済産業省所管）,http://www.enecho.meti.go.jp/category/saving_and_new/saving/004/001/xls/25fy_kojyo_shitei.xlsx,xls,"「エネルギーの使用の合理化に関する法律」第17条による定期報告
「地球温暖化対策の推進に関する法律」第21条の4における報告通知",http://www.enecho.meti.go.jp/category/saving_and_new/saving/004/001/,経済産業省,経済産業省資源エネルギー庁,不定期,
451,その他,その他,124,調査票を発送する際の整理番号,非公表,-,下請取引に関する定期書面調査,http://www.jftc.go.jp/shitauke/shitauke_tetsuduki/chosa.html,公正取引委員会,公正取引委員会,不定期,
452,その他,その他,125,"金融機関コード
（全銀協の定めるコードとは異なり、独自のもの）",非公表,-,金融機関リスク等の報告事務,http://www.fsa.go.jp/status/,金融庁,金融庁,不定期,
453,その他,その他,126,ライセンスID（総務省及び経済産業省所管）,非公表,-,情報通信業基本調査,http://www.meti.go.jp/statistics/tyo/joho/,経済産業省,経済産業省 大臣官房 調査統計グループ 企業統計室,不定期,
454,その他,その他,127,調査対象ID,非公表,-,通信・放送産業動態調査,http://www.soumu.go.jp/johotsusintokei/statistics/statistics03.html,総務省,総務省,不定期,
455,その他,その他,128,学校調査番号,非公表,-,"学校基本調査
学校保健統計調査
学校教員統計調査
地方教育費調査
子どもの学習費調査
学校における教育の情報化の実態等等に関する調査",http://www.mext.go.jp/b_menu/toukei/chousa01/kihon/1267995.htm,文部科学省,文部科学省生涯学習政策局政策課,不定期,
456,その他,その他,129,施設整理番号,非公表,-,社会教育調査,http://www.mext.go.jp/b_menu/toukei/chousa02/shakai/,文部科学省,文部科学省生涯学習政策局政策課,不定期,
457,その他,その他,130,健康保険組合コード,非公表,-,"健康保険・船員保険事業状況報告
健康保険・船員保険被保険者実態調査
医療経済実態調査",http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/seido/kenpo_zyoukyou.html,厚生労働省,厚生労働省保険局調査課,不定期,
458,その他,その他,131,保険者番号,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_xlsDownload_&fileId=000005151407&releaseCount=1,xls,医療給付実態調査,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/zenpan/iryoukyufu.html,厚生労働省,厚生労働省保険局調査課,不定期,
459,その他,その他,132,国民健康保険保険者番号,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_xlsDownload_&fileId=000005151407&releaseCount=1,xls,"国民健康保険事業年報・月報
国民健康保険実態調査",http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_toGL08020103_&listID=000001088320&requestSender=search,厚生労働省,厚生労働省保険局調査課,不定期,
460,その他,その他,133,医療施設整理番号,非公表,-,医療施設調査、病院報告、患者調査、受療行動調査,http://www.mhlw.go.jp/toukei/list/79-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健統計課保健統計室,不定期,
461,その他,その他,134,医療施設番号,非公表,-,社会医療診療行為別調査,http://www.mhlw.go.jp/toukei/list/26-19.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課社会統計室,不定期,
462,その他,その他,135,事業所番号,非公表,-,社会福祉施設等調査,http://www.mhlw.go.jp/toukei/list/23-22.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課社会統計室,不定期,
463,その他,その他,136,介護保険事業所番号,非公表,-,介護サービス施設・事業所調査、介護給付費実態調査,http://www.mhlw.go.jp/toukei/list/24-22-2.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課社会統計室,不定期,
464,その他,その他,137,事業所番号（経産省所管）,非公表,-,生鮮食料品価格・販売動向調査,http://www.maff.go.jp/j/tokei/kouhyou/seisen_doukou/,農林水産省,農林水産省大臣官房統計部生産流通消費統計課,不定期,
465,その他,その他,138,市場及び卸売会社コード,非公表,-,青果物市況情報調査,http://www.maff.go.jp/j/tokei/kouhyou/seika_orosi/,農林水産省,農林水産省大臣官房統計部生産流通消費統計課消費統計室,不定期,
466,その他,その他,139,業種コード,非公表,-,食品循環資源の再生利用等実態調査,http://www.maff.go.jp/j/tokei/kouhyou/zyunkan_sigen/,農林水産省,農林水産省大臣官房統計部生産流通消費統計課消費統計室,不定期,
467,その他,その他,140,事業所コード,非公表,-,工業統計調査,http://www.meti.go.jp/statistics/tyo/kougyo/,経済産業省,経済産業省大臣官房調査統計グループ構造統計室（工業統計班） ,不定期,
468,その他,その他,141,事業所コード,非公表,-,商業統計調査,http://www.meti.go.jp/statistics/tyo/syougyo/,経済産業省,経済産業省大臣官房調査統計グループ構造統計室商業統計班,不定期,
469,その他,その他,142,事業所番号,非公表,-,製造工業生産予測調査,http://www.meti.go.jp/statistics/tyo/yosoku/,経済産業省,経済産業省大臣官房調査統計グループ経済解析室鉱工業指数班,不定期,
470,その他,その他,143,事業所番号,非公表,-,"○経済産業省生産動態統計調査
○経済産業省特定業種石油等消費統計調査",http://www.meti.go.jp/statistics/tyo/seidou/,経済産業省,経済産業省大臣官房調査統計グループ鉱工業動態統計室,不定期,
471,その他,その他,144,事業所番号,非公表,-,商業動態統計調査,http://www.meti.go.jp/statistics/tyo/syoudou/,経済産業省,経済産業省大臣官房調査統計グループサービス動態統計室 商業動態班,不定期,
472,その他,その他,145,事業所番号,非公表,-,特定サービス産業動態統計調査,http://www.meti.go.jp/statistics/tyo/tokusabido/,経済産業省,経済産業省大臣官房調査統計グループサービス動態統計室サービス産業動態統計班,不定期,
473,その他,その他,146,事業所番号,非公表,-,製造工業生産予測調査,http://www.meti.go.jp/statistics/tyo/yosoku/,経済産業省,経済産業省大臣官房調査統計グループ経済解析室鉱工業指数班,不定期,
474,その他,その他,147,業者コード（総務省所管）,http://www.chotatujoho.go.jp/csjs/ex016/StartShikakushaMenuAction.do,html,全省庁統一の競争参加資格者番号として付与しているものである。,http://www.chotatujoho.go.jp/va/com/ShikakuTop.html,総務省,総務省,不定期,
475,その他,その他,148,債主コード,非公表,-,経理関係業務（官庁会計システム（ＡＤＡＭＳⅡ）で自動的に発番され，同一の債主でもコードは省庁ごとに異なる。）,非公表,財務省,財務省,不定期,
476,その他,その他,149,"建設業許可番号（国土交通省所管）
業者概要","※リンク不可
http://www.mlit.go.jp/common/000191050.xls",xls,"競争参加資格審査、工事成績評定相互利用、CORINS（工事実績情報サービス）
※外部リンク不可のため,URLをブラウザへ直接入力する必要がある",http://www.mlit.go.jp/totikensangyo/const/sosei_const_tk3_000041.html,国土交通省,国土交通省土地・建設産業局,不定期,
477,その他,その他,150,"建設業許可番号（国土交通省所管）
営業所情報（その１）","※リンク不可
http://www.mlit.go.jp/common/000191051.xls",xls,"競争参加資格審査、工事成績評定相互利用、CORINS（工事実績情報サービス）
※外部リンク不可のため,URLをブラウザへ直接入力する必要がある",http://www.mlit.go.jp/totikensangyo/const/sosei_const_tk3_000041.html,国土交通省,国土交通省土地・建設産業局,不定期,
478,その他,その他,151,"建設業許可番号（国土交通省所管）
営業所情報（その２）","※リンク不可
http://www.mlit.go.jp/common/000191052.xls",xls,"競争参加資格審査、工事成績評定相互利用、CORINS（工事実績情報サービス）
※外部リンク不可のため,URLをブラウザへ直接入力する必要がある",http://www.mlit.go.jp/totikensangyo/const/sosei_const_tk3_000041.html,国土交通省,国土交通省土地・建設産業局,不定期,
